Titulo,Pais,Ano,Minutagem,Genero,Sinopse
Monster-in-Law,"United States, Germany",2005,101,"Comedies, Romantic Movies",an office temp thinks she s found mr  right when she starts dating a handsome surgeon  but there s a problem standing in the way of everlasting bliss 
Moon,"United Kingdom, United States",2009,97,"Dramas, Independent Movies, Sci-Fi & Fantasy",as he nears the end of a lonely three year stint on the moon base sarang  astronaut sam bell begins to hear and see strange things 
Moonlight,United States,2016,111,"Dramas, Independent Movies, LGBTQ Movies",in a crime infested miami neighborhood  a gay african american boy with a drug addicted mother grows up with the help of a mentoring drug dealer 
Moonwalkers,"France, Belgium",2015,96,"Action & Adventure, Comedies, International Movies",a brain addled war vet  a failing band manager and a stanley kubrick impersonator help the cia construct an epic scam by faking the 1969 moon landing 
Moor,"Pakistan, United States",2015,135,"Dramas, Independent Movies, International Movies",a railway stationmaster tries to cope with his wife s death  his estrangement from his son and the corrupt world in which he lives 
Morris from America,"Germany, United States",2016,91,"Dramas, Independent Movies, International Movies",when his father moves from the u s  to heidelberg  germany  an african american teenager struggles to find his place and pursue his hip hop dreams 
Mortified Nation,United States,2013,84,Documentaries,this comic documentary follows the mortified movement  a series of stage events where adults share awkward childhood moments in front of strangers 
Morya,India,2011,121,"Dramas, International Movies",two communities in mumbai get a final chance to compete with each other in the celebration of the iconic ganesh chaturthi festival 
Motu Patlu: King of Kings,India,2016,109,"Children & Family Movies, Comedies",motu and patlu want to help a circus lion get back to the jungle  on the way  the three become caught up in an exciting adventure in the forest 
Mountain,Australia,2017,74,"Action & Adventure, Documentaries, International Movies",featuring breathtaking imagery and thought provoking narration  this film takes viewers to the summits of some of the world s most amazing mountains 
Movie 43,United States,2013,94,Comedies,an eye popping cast stars in this sketch comedy collage  the new millennium s homage to classic anthology films like the kentucky fried movie 
Mr. Church,United States,2016,105,Dramas,a temporary personal chef  a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family 
Mr. Deeds,United States,2002,97,"Comedies, Romantic Movies",after inheriting a media empire  humble longfellow deeds moves to the big apple   where a reporter and a company bigwig are waiting to pounce on him 
Mr. Gaga: A True Story of Love and Dance,"Israel, Sweden, Germany, Netherlands",2015,102,"Documentaries, International Movies",world renowned choreographer ohad naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence 
Mr. Virgin,Hong Kong,1984,86,"Comedies, Dramas, International Movies",when a young man ignores a feng shui master s warning and decides to marry before turning 30  a series of mishaps begins to curse his life 
Mr. Woodcock,United States,2007,88,Comedies,when a self help author learns that his mother has fallen for his sadistic high school gym teacher  he tries to put a stop to their budding romance 
Ms. Mammy,Egypt,2012,90,"Comedies, International Movies",a successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay at home mom with three kids 
Mud,United States,2012,131,"Dramas, Independent Movies",two mississippi teens meet peculiar drifter mud and get caught up in his web of tall tales about lost love  crimes of passion and bounty hunters 
Mujhse Shaadi Karogi,India,2004,158,"Comedies, International Movies, Romantic Movies",samir must overcome a hostile horoscope  a hot temper and a determined rival to win the heart of rani  the love of his life 
Mune: Guardian of the Moon,France,2014,85,Children & Family Movies,when the old guardian of the moon retires  the mischievous mune is chosen as his successor  but he worries he s not up to the job 
Muppets Most Wanted,United States,2014,110,"Children & Family Movies, Comedies",in the middle of their global tour  the muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves 
Murder Party,United States,2007,79,"Comedies, Cult Movies, Horror Movies",a mild mannered office drone plucks a halloween party invitation off the street and suddenly finds himself the main event at a  murder party  
Mutiny on the Bounty,United States,1962,185,"Action & Adventure, Classic Movies, Dramas",marlon brando gives a nuanced performance as the aristocratic lt  fletcher christian  an officer aboard the hms bounty who leads a mutiny against the ship s tyrannical capt  bligh 
My Babysitter's a Vampire: The Movie,Canada,2010,80,"Children & Family Movies, Comedies",when their parents head out for the evening  ethan and his little sister get the babysitter of their nightmares  a fledgling vampire named sarah 
My Brother ... Nikhil,India,2005,116,"Dramas, Independent Movies, International Movies",after being diagnosed hiv positive  a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend 
My Daddy is in Heaven,United States,2017,95,"Dramas, Faith & Spirituality",after the sudden loss of her husband  a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself 
My Dog is My Guide,Egypt,2013,99,"Comedies, International Movies",relocated to a new post and struggling to adjust  a police officer further complicates his life by falling for a woman he has little in common with 
My Entire High School Sinking Into the Sea,United States,2016,77,"Comedies, Independent Movies",after an earthquake sends their school building drifting into the sea  a group of high schoolers struggles to survive and overcome clique wars 
My Ex-Ex,Canada,2015,91,"Comedies, Romantic Movies",a recently dumped attorney hires a psychic to help her win back her boyfriend  things take an unexpected turn when another ex re enters the picture 
My Honor Was Loyalty,Italy,2015,115,Dramas,amid the chaos and horror of world war ii  a committed german soldier fights a private battle with his own conscience 
My Life as a Zucchini,"Switzerland, France",2016,68,"Comedies, Dramas, International Movies",a 9 year old boy finds his life upended when he s sent to live in an orphanage in this stop motion animated tale of loss  friendship and young love 
My Little Pony Equestria Girls: Friendship Games,"United States, Canada",2015,72,"Children & Family Movies, Comedies",rainbow dash  applejack and friends compete against crystal prep academy and their lead athlete  this world s twilight sparkle  in sporting events 
My Little Pony Equestria Girls: Rainbow Rocks,"United States, Canada",2014,73,"Children & Family Movies, Comedies",rainbow dash  applejack  pinkie pie  rarity and fluttershy plan to perform with their new band at the canterlot high musical showcase 
"My Schoolmate, the Barbarian",Hong Kong,2001,90,"Action & Adventure, Comedies, International Movies",a brainy private school student is transferred to a far less elite institution  where he must fend off classmates who settle scores with fistfights 
My Scientology Movie,United Kingdom,2015,99,Documentaries,after speaking with former scientology members and being stonewalled by higher ups  filmmaker louis theroux hires actors to re create alleged events 
My Sister's Keeper,United States,2009,109,Dramas,a former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11 year old daughter 
My True Friend,Thailand,2012,108,"Action & Adventure, Dramas, International Movies",a bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship 
My Week with Marilyn,"United Kingdom, United States",2011,99,"Dramas, Romantic Movies",while filming a movie in england  hollywood icon marilyn monroe slips away with a young brit for a week of self discovery and frivolity 
Mythily Veendum Varunnu,India,2017,88,"Horror Movies, International Movies",after losing her father  a young woman moves to the city to earn money  when she finds a job at a mysterious bungalow  her worst nightmares come true 
Nacho Libre,"United States, Mexico",2006,92,"Comedies, Sports Movies",when ignacio learns of an orphanage s financial woes  he pitches in to help   by disguising himself and joining the professional wrestling circuit 
Naga The Eternal Yogi,"Italy, India",2016,73,"Documentaries, International Movies",this documentary examines the naked yoga gurus of india whose devout spiritual practice connects them to the eternal  transcending the material world 
Nails,Ireland,2017,85,Horror Movies,recently paralyzed in a devastating car accident  dana begins to suspect a dark and sinister force may be lurking within her hospital room 
Naledi: A Baby Elephant's Tale,"United States, Botswana",2016,91,Documentaries,scientists and animal keepers fight to save an orphaned baby elephant at a rescue camp in botswana while struggling to defend its entire species 
Namak Halaal,India,1982,171,"Action & Adventure, Comedies, International Movies",while loyally defending his boss from mobsters trying to kill him  a naive  hotel bellboy discovers the family he never knew he had 
Namour,United States,2016,80,"Dramas, Independent Movies",aimless valet driver steven bassem can t find the motivation to get a better job  even when his fractious immigrant family starts falling apart 
Naruto Shippuden : Blood Prison,Japan,2011,102,"Action & Adventure, Anime Features, International Movies",mistakenly accused of an attack on the fourth raikage  ninja naruto is imprisoned in the impenetrable hozuki castle and his powers are sealed 
Natalia Valdebenito: Gritona,United States,2017,76,Stand-Up Comedy,chile s natalia valdebenito hits santiago s teatro caupolic n with a one woman show steeped in irony  a dash of improv and her own personal style 
National Bird,United States,2016,92,Documentaries,three former military operatives offer disturbing  firsthand accounts of the deadly impact that u s  drone warfare has had on civilians overseas 
National Parks Adventure,United States,2016,42,Documentaries,narrated by robert redford  this documentary tours the awe inspiring landscapes  historic sites and untamed wilderness of america s great parks 
National Treasure,United States,2004,131,"Action & Adventure, Children & Family Movies",modern treasure hunters search for a chest of riches rumored to have been stashed away by george washington  thomas jefferson and benjamin franklin 
Natsamrat - Asa Nat Hone Nahi,India,2016,165,"Dramas, International Movies",a veteran shakespearean actor steps off the stage and into the painful tragedy of old age  facing ungrateful family and his fleeting legacy 
Natural Born Pranksters,United States,2016,91,Comedies,the biggest pranksters on youtube   vitalyzdtv  dennis roady and roman atwood   turn hollywood into  prankwood  with their most over the top stunts 
Natural Selection,United States,2015,101,"Dramas, Independent Movies",as the new kid  a shy high school senior finds himself tormented by all his peers except one  but his new friend has a dark  infectious outlook 
Nature: Raising the Dinosaur Giant,United States,2016,53,Documentaries,sir david attenborough examines a recently discovered collection of dinosaur fossils  cgi and 3 d scans reveal what the beast may have looked like 
Nazi Concentration Camps,United States,1945,59,"Classic Movies, Documentaries",shocking footage shows nazi concentration camps after liberation  including buchenwald and ohrdruf  where gen  eisenhower ordered local nazis to tour 
Neruda,"Chile, Argentina, France, Spain, United States",2016,108,"Dramas, International Movies",when a chilean policeman vows to find and capture leftist poet pablo neruda  a game of cat and mouse ensues that tests both their wills 
Never Heard,United States,2018,89,"Dramas, Faith & Spirituality",as his father sits behind bars  a young man is lured into los angeles  merciless drug world and forced to choose between god and gang life 
New York Minute,United States,2004,91,"Children & Family Movies, Comedies",when bickering teenage twins accidentally land in the middle of a criminal operation  they ll have to work together to get themselves out of trouble 
Newtown,United States,2016,84,Documentaries,this intimate portrait sheds light on the trauma experienced and strength displayed by those affected by the 2012 massacre in newtown  connecticut 
Next,United States,2007,96,"Action & Adventure, Sci-Fi & Fantasy",las vegas magician cris can see a few minutes into the future and an fbi agent wants his help thwarting a nuclear attack 
Nibunan,India,2017,124,"Action & Adventure, Dramas, International Movies",with numbers written on a doll as their only clue  three officers of the law track down a psychotic killer  unearthing dark secrets along the way 
Night Comes On,United States,2018,87,"Dramas, Independent Movies",a teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother s murder 
Night Moves,United States,2013,113,"Dramas, Independent Movies, Thrillers",a pair of young environmentalists enlist the help of an ex military explosives expert to carry out a dangerous act of eco terrorism 
Nightcrawler,United States,2014,118,"Dramas, Independent Movies, Thrillers",a young hustler finds success trolling the streets of los angeles to film disasters and death  but the darkness he captures starts to take hold of him 
Nights in Rodanthe,"United States, Australia",2008,97,"Dramas, Romantic Movies",when a hurricane hits a coastal north carolina inn and strands the only guest  surgeon paul flanner  a young woman s life changes forever 
No Entry,India,2005,161,"Comedies, International Movies",after a prank goes sideways  three buddies find their relationships    with women and each other   tested in unexpected ways 
No Estoy Loca,Chile,2018,116,"Comedies, Dramas, International Movies",a woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend 
No Reservations,United States,2007,104,"Comedies, Romantic Movies",kate  an uptight chef  finds her life turned upside down when her sister dies in a car accident and she becomes her niece s sole guardian 
Norm of the North: Family Vacation,United States,2020,89,Children & Family Movies,stressed by his duties as king and father  norm must secretly find his stolen crown while taking his family on a much needed vacation 
Norm of the North: Keys to the Kingdom,"India, United States",2019,92,Children & Family Movies,when norm the polar bear is framed for a crime he didn t commit  his friends step up to help him clear his name 
Norm of the North: King Sized Adventure,"United States, India, South Korea, China",2019,90,"Children & Family Movies, Comedies",before planning an awesome wedding for his grandfather  a polar bear king must take back a stolen artifact from an evil archaeologist first 
Not Alone,United States,2017,50,Documentaries,an 18 year old struggling to understand her best friend s suicide talks to teenagers who have grappled with mental illness and suicidal thoughts 
NOVA: Bird Brain,United States,2017,53,"Children & Family Movies, Documentaries",scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle solving crows to parrots with a sense of time 
NOVA: Black Hole Apocalypse,United States,2018,113,Documentaries,astrophysicists show how black holes might hold answers to how the universe evolved  leading to life on earth and  ultimately  the human race 
NOVA: Building Chernobyl's MegaTomb,United States,2017,53,Documentaries,thirty years after chernobyl s nuclear disaster  engineers race against time to complete a new dome to contain the reactor s lethal radiation 
NOVA: Chinese Chariot Revealed,United States,2017,54,Documentaries,the chariot dominated chinese warfare for millennia  now  a team of experts is building their own and unlocking its many secrets 
NOVA: Day the Dinosaurs Died,United States,2017,53,Documentaries,drilling into the impact crater of the asteroid that wiped out the dinosaurs  a group of scientists unearths new evidence about the catastrophic event 
NOVA: Death Dive to Saturn,United States,2017,54,Documentaries,after decades of amazing discoveries  spacecraft cassini embarks on its final   and most daring   mission  a dive below saturn s rings 
NOVA: Decoding the Weather Machine,United States,2018,113,Documentaries,scientists investigate earth s climate machine  looking for clues across the globe  from greenland s ice sheet to the desert of australia 
NOVA: Eclipse Over America,United States,2017,53,Documentaries,scientists reveal how the 2017 solar eclipse provided new clues into how the sun works  from its scorching atmosphere to its deadly solar storms 
NOVA: Extreme Animal Weapons,United States,2017,53,Documentaries,from huge tusks to giant horns  some animals sport weaponry that s larger than life  researchers explain the science behind this biological arms race 
NOVA: First Face of America,United States,2018,53,Documentaries,during risky expeditions in an underwater cave  scientists unearth a 13 000 year old skeleton to gain insight into the earliest known humans in america 
NOVA: Holocaust Escape Tunnel,United States,2017,54,Documentaries,at a former nazi execution site in lithuania  an international team of archaeologists searches for a lost escape tunnel dug by jewish prisoners 
NOVA: Killer Floods,United States,2017,54,Documentaries,scientists search for evidence left behind by the world s greatest floods and predict if climate change will cause even greater aquatic disasters 
NOVA: Killer Hurricanes,United States,2017,52,Documentaries,scientists research the world s deadliest hurricane  trying to understand what this 18th century storm could tell us about our own future 
NOVA: Killer Volcanoes,United States,2017,54,Documentaries,evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history 
NOVA: Poisoned Water,United States,2017,54,Documentaries,this documentary details how the water disaster in flint  michigan happened  its lasting effects  and the lengthy efforts it took to correct it 
NOVA: Prediction by the Numbers,United States,2018,53,Documentaries,with the science of forecasting flourishing  this documentary explores how predictions inform our lives and statistics and algorithms  reliability 
NOVA: Secrets of the Shining Knight,United States,2017,53,Documentaries,a master armorer and his team recreate parts of a knight s medieval armor and test its strength while rediscovering centuries old metalworking secrets 
NOVA: Thai Cave Rescue,United States,2018,53,Documentaries,an international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in thailand 
NOVA: The Impossible Flight,United States,2018,113,Documentaries,two adventurous pilots attempt to fly around the world without using any fuel  relying only on the power of the sun 
Nova: Ultimate Mars Challenge,United States,2012,53,Movies,with access to the scientists and engineers responsible for the curiosity rover s on the ground experiments  nova captures its landing on mars 
November Criminals,United States,2017,86,"Dramas, Thrillers",dissatisfied with the police s progress  a teen and his best friend investigate their classmate s murder  treading down a dark path to the uneasy truth 
Now and Then,United States,1995,102,Dramas,waxing nostalgic about the bittersweet passage from childhood to puberty  four childhood girlfriends recall the magical summer of 1970 
Now More Than Ever: The History of Chicago,United States,2016,114,"Documentaries, Music & Musicals",this rockumentary tells the behind the scenes story of the hall of fame band chicago  from their jazz rock fusion roots to chart topping pop hits 
Nowhere Boy,"United Kingdom, Canada",2009,99,Dramas,raised by his aunt since he was a young boy  charismatic john lennon is suddenly reunited with his mother  julia  which ignites a bitter battle 
Numbered,Israel,2012,55,"Documentaries, International Movies",guided by survivors  testimonies  this documentary explores the history and meaning of the numbers tattooed on the bodies of auschwitz prisoners 
Numero Zero. The Roots of Italian Rap,Italy,2015,91,"Documentaries, International Movies, Music & Musicals",in the  90s  the explosive popularity of hip hop music in italy impacts the nation s character while creating a new kind of renegade artist 
Nymphomaniac: Volume 1,"Denmark, Germany, Belgium, United Kingdom, France",2013,117,"Dramas, Independent Movies, International Movies",a self diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley 
Nymphomaniac: Volume II,"Denmark, Germany, Belgium, United Kingdom, France, Sweden",2013,124,"Dramas, Independent Movies, International Movies",the second half of lars von trier s epic follows joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade 
Oasis: Supersonic,United Kingdom,2016,122,"Documentaries, International Movies, Music & Musicals",this film details the rise of british rock group oasis and the creativity and chaos that brothers noel and liam gallagher brought to the iconic band 
Obvious Child,United States,2014,84,"Comedies, Dramas, Independent Movies",after being fired from her job and dumped by her cheating boyfriend  a comedian has a one night stand  weeks later  she finds out she s pregnant 
Océans,"France, Switzerland, Spain, United States, United Arab Emirates",2009,84,"Documentaries, International Movies",this documentary examines the vital role water plays in human existence and the cause and effect interplay between oceans and the environment 
Occupation,Australia,2018,120,"Action & Adventure, Sci-Fi & Fantasy",when aliens take over their small australian town  a modest group of survivors must unite to fend off their otherworldly intruders 
Ocean's Eleven,United States,1960,127,"Action & Adventure, Classic Movies, Comedies",frank sinatra leads an all star cast as danny ocean  who decides to knock over a few casinos on the las vegas strip with his buddies 
Ocean's Thirteen,United States,2007,122,"Action & Adventure, Comedies",this entry in the all star caper franchise finds debonair con man danny ocean and his gang taking revenge on a double crossing las vegas kingpin 
Ocean's Twelve,United States,2004,125,"Action & Adventure, Comedies",danny ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in rome  paris and amsterdam 
Off Course,Spain,2015,107,"Comedies, International Movies",fed up with the uselessness of their degrees and swayed by a tv commercial  two spaniards head to berlin for work but find it not quite as advertised 
Officer Downe,United States,2016,91,Action & Adventure,fallen los angeles police officer terrence downe finds new life as a secret weapon  a scientifically altered super cop with unlimited lives 
Oh My Ghost 2,Thailand,2011,103,"Comedies, Horror Movies, International Movies",the spirited trio are back to take on a new ghost busting adventure at a mens  residence  where spooky secrets lurk around every corner 
Oh My Ghost 3,Thailand,2012,103,"Comedies, Horror Movies, International Movies",after a body is discovered in their building  a vengeful  paranormal presence begins to affect taew  mod dum and cartoon s business 
Oklahoma City,United States,2017,102,Documentaries,domestic terrorist timothy mcveigh s bomb attack on an oklahoma city federal building in 1995 is chronicled in this examination of the shocking event 
Omar and Salma 3,Egypt,2012,97,"Comedies, International Movies, Romantic Movies",in this second sequel of the trilogy  marital strife brews as omar pursues a music career despite salma s wishes that he opt for a more stable job 
On the Wrong Track,Hong Kong,1983,89,"Action & Adventure, International Movies",two rebellious  hot headed teenage brothers get caught up in gang life  which has dangerous repercussions for their family and friends 
On Yoga The Architecture of Peace,"Brazil, India, China, United States",2017,92,"Documentaries, Faith & Spirituality",based on photographer michael o neill s book of the same name  this documentary traces the author s 10 year journey through the landscape of yoga 
Onaatah,India,2016,107,"Dramas, International Movies",seeking to heal after a traumatic assault  a young woman retreats to a small village by the hills  where she finds hope  love and new purpose 
Once In A Lifetime Sessions with Moby,United States,2018,86,"Documentaries, Music & Musicals",through performances and interviews  musician moby opens up about his unusual childhood  his heroes and the stories behind his songs 
Once In A Lifetime Sessions with Nile Rodgers,United States,2018,70,"Documentaries, Music & Musicals",the career of rhythm guitarist and chic founder nile rodgers is chronicled in this musical blend of documentary and original concert performance 
Once In A Lifetime Sessions with Noel Gallagher,United States,2018,66,"Documentaries, Music & Musicals",between scenes from an intimate performance  the oasis legend reflects on his road to stardom and offers insights on his creative process 
Once In A Lifetime Sessions with TLC,United States,2018,72,"Documentaries, Music & Musicals",one of the most successful female groups in music history  tlc performs in concert while taking a look back at their tumultuous history 
Once Upon a Time in London,United Kingdom,2019,111,"Dramas, International Movies",organized crime came to london in the 1930s  ushering in three decades ruled by two legendary gangsters whose legacy outlived their reign 
Once Upon a Time in the West,"Italy, United States",1968,166,"Action & Adventure, Classic Movies, International Movies",in this epic spaghetti western  a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans american iron horse 
One Day,Thailand,2016,135,"Dramas, International Movies, Romantic Movies",when his colleague  and crush  temporarily loses her memory  an overlooked geek seizes the chance to make an impression before she remembers again 
One Direction: This Is Us,United States,2013,92,"Documentaries, Music & Musicals",award winning documentarian morgan spurlock turns his camera on boy band phenomenon one direction in this combination concert film and backstage pass 
One Heart: The A.R. Rahman Concert Film,India,2017,87,"Documentaries, International Movies, Music & Musicals",in this concert film  indian musical maestro a r  rahman performs 15 of his most popular songs and reveals himself through interviews and clips 
One Last Thing,United States,2018,92,Dramas,after 25 years of searching  a lonely dentist finds his long lost daughter but learns that she suffers from a rare medical condition 
One More Shot,United States,2017,89,Documentaries,infertility affects millions  one couple copes with the assisted reproduction process by documenting its pain  disappointment and potential joy 
One Night Stand,India,2016,93,"Dramas, International Movies, Music & Musicals",an obsession with a woman with whom he had a one night stand brings disharmony into a man s life and destroys his peace of mind 
Only God Forgives,"Denmark, France, United States, Sweden",2013,90,"Cult Movies, Independent Movies, Thrillers",when a cop kills the brother of an expat american gangster who runs a bangkok fight club  his crime boss mother flies in to supervise revenge 
Only the Dead,"Australia, Iraq",2015,76,"Documentaries, International Movies",given unprecedented access to soldiers and terrorists alike  journalist michael ware presents an epic  uncensored  intimate account of the iraq war 
Open Season,United States,2006,86,"Children & Family Movies, Comedies",after saving a deer from a hunter s clutches  a domesticated grizzly finds himself relocated to the wild   and unprepared for the real world 
Operation Chromite,South Korea,2016,111,"Action & Adventure, Dramas, International Movies",to pave the way for a major amphibious invasion  a team of south korean spies goes behind enemy lines to steal a map of north korean coastal defenses 
Operation Mekong,"China, Hong Kong",2016,124,"Action & Adventure, International Movies",in a dangerous area of the mekong river  a drug raid ending in 13 deaths arouses the suspicions of a narcotics officer who sets out to find the truth 
Operation Red Sea,"China, Morocco, Hong Kong",2018,139,"Action & Adventure, International Movies",a special task force takes on a risky operation to evacuate civilians amid civil war  based on the 2015 mission to rescue chinese citizens in yemen 
Operator,United States,2016,91,"Comedies, Dramas, Independent Movies",when a programmer uses his wife s sympathetic voice for his company s customer service app  he starts to rely more on her idealized self than her 
Opium and the Kung Fu Master,Hong Kong,1984,86,"Action & Adventure, International Movies",leader of the ten kwangtung tigers  tieh chiao san works with his kung fu students to protect his village from crime  but when an opium dealer starts to ruin the town  tieh chiao san struggles to fight back  thanks to his growing opium addiction 
Oru Vishsheshapetta Biryani Kissa,India,2017,122,"Comedies, Dramas, International Movies",when the village s biryani cook unexpectedly passes  a widow steps up to the plate and takes on new delectable challenges 
OtherLife,"Australia, United Arab Emirates",2017,96,"Dramas, Independent Movies, International Movies",after inventing a drug that induces time compressed virtual realities  young ren grapples with partner sam over how to use their powerful creation 
Ottaal,India,2014,88,"Dramas, International Movies",young orphan kuttappayi goes to live with his grandfather in the country  but his new life takes a hard turn when his grandfather s health fails 
Our Godfather,United Kingdom,2019,93,"Documentaries, International Movies",in 1986  tommaso buscetta became the first top level mafia boss ever to testify against the mob  it cost him and his family everything 
Our House,"Canada, United States, Germany",2018,90,"Horror Movies, Thrillers",a young man invents a device he hopes will generate wireless energy  but instead  it proves to spark sinister  supernatural activity in his home 
Our Shining Days,China,2017,103,"Comedies, Dramas, International Movies",in a battle of the bands  a percussions student and her musical kindred spirits set out to prove the merits of chinese folk against the western canon 
Outlawed,United Kingdom,2018,102,Action & Adventure,after a failed mission  an ex royal marines commando tries to overcome his demons while investigating the death of his ex girlfriend s father 
P,"United Kingdom, Thailand",2006,105,"Horror Movies, International Movies",an orphan girl taught magic by her sick grandma must find work in seedy bangkok  where unsavory characters run afoul of her increasingly dark powers 
P Se PM Tak,India,2015,117,"Comedies, Independent Movies, International Movies",a prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians 
P.S. I Love You,United States,2007,126,"Dramas, Romantic Movies",when she loses her beloved husband to a brain tumor  grieving widow holly kennedy learns that he left a series of letters behind to help her cope 
Paathi,India,2017,89,"Dramas, International Movies",a face painter for theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner 
Pablo Escobar: Angel or Demon?,"Venezuela, Colombia",2007,82,"Documentaries, International Movies",this documentary traces the steps of druglord pablo escobar with vivid eyewitness accounts that reconstruct his bloody reign in colombia 
Pahuyut Fighting Beat,Thailand,2007,82,"Action & Adventure, International Movies",when profit seekers threaten to take over a bar in a tourist town  local martial artists put their skills to the test and fight back 
Paid in Full,United States,2002,98,"Action & Adventure, Dramas",this fictionalized account of three real life notorious harlem drug dealers is told in flashbacks as they plunge into the world of hustling 
Paint It Black,United States,2016,96,Dramas,in the wake of a young artist s suicide  his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame 
Painted Faces,Hong Kong,1988,108,"Dramas, International Movies",in this dramatized rendition  students undergo rigorous study at master yu s peking opera school  a cradle for future hong kong film stars 
Palio,United Kingdom,2015,91,"Documentaries, International Movies, Sports Movies",in this documentary  a centuries old horse race in the city of siena  italy  is the forum for a showdown between a young jockey and his former mentor 
Palm Trees in the Snow,Spain,2015,163,"Dramas, International Movies, Romantic Movies",finding a tantalizing clue in an old letter  a young woman journeys to her family s tropical plantation to uncover generations of secrets 
Panic Room,United States,2002,112,Thrillers,a woman and her daughter are caught in a game of cat and mouse with burglars in their new york city home and are forced to retreat inside a vault 
Papa the Great,India,2000,137,"Comedies, Dramas, International Movies",after witnessing a murder  a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster 
Paper Year,Canada,2018,89,"Dramas, Independent Movies, Romantic Movies",a young newlywed tries to keep her relationship afloat after developing feelings for her older  tv writer boss 
Paranormal Activity,United States,2007,86,"Horror Movies, Thrillers",when katie and micah fear their home may be haunted by a demonic presence  micah sets up a video camera to document all the action 
Pardes,India,1997,187,"Dramas, International Movies, Romantic Movies",prompted by loyalty  arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself 
Pareeth Pandaari,India,2017,109,"Dramas, Independent Movies, International Movies",as the parents of three unmarried daughters  a humble cook and his wife contend with the challenges of matchmaking and social expectations 
Paris Is Burning,United States,1990,77,"Classic Movies, Cult Movies, Documentaries",this sundance prize winning documentary is an intimate portrait of 1980s harlem drag balls  a world of fierce competition  sustenance  and survival 
Passenger 57,United States,1992,84,Action & Adventure,air marshal john cutter must stop notorious terrorist charles rane from killing hostages on board a flight that should have delivered rane to jail 
Patiala House,India,2011,140,"Dramas, International Movies, Sports Movies",a talented young indian cricket player must defy his father s wishes to play for the side of england  a rebellion his siblings quietly cheer 
Patient Seventeen,United States,2017,68,Documentaries,a surgeon claims to remove high tech microchips that aliens used to manipulate the human race  this documentary seeks to separate fact from fiction 
Patriot Games,United States,1992,117,Action & Adventure,cia desk jockey jack ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a british royal family member 
Patron Mutlu Son Istiyor,Turkey,2014,105,"Comedies, International Movies, Romantic Movies",sent to a remote village to write a screenplay  sinan finds inspiration to spare in colorful locals  farcical misadventures and the craziness of love 
Paul Blart: Mall Cop,United States,2009,91,"Action & Adventure, Comedies",an overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind s plot to rob an entire shopping mall 
Paulettante Veedu,India,2016,104,"Dramas, International Movies",a wealthy businessman s miserly habits cause no small amount of stress and embarrassment to his family  particularly his daughter 
Paying Guests,India,2009,114,"Comedies, International Movies",desperate for a place to live  twentysomething bachelors parikshit  jayesh  parag and bhavesh finally locate a house to rent  only to learn that the landlords will consider married applicants only 
Pee Mak,Thailand,2013,112,"Comedies, Horror Movies, International Movies",mak s friends just want to protect him  but his wife nak won t let a small thing like her own death get in the way of true love in this horror comedy 
Pee-wee's Playhouse: Christmas Special,United States,1988,48,Movies,amid an avalanche of stars  pee wee straps on his ice skates and glides into the holiday season with christmas cards  carols     and charo 
Pekak,Malaysia,2016,95,"Dramas, International Movies",desperate to escape her tyrannical father  a rebellious teen befriends a deaf drug pusher who s saving up his money for cochlear implants 
Penelope,"United Kingdom, United States",2006,89,"Children & Family Movies, Comedies, Romantic Movies",in this modern fairy tale  a young woman cursed with the nose of a pig lives her life in seclusion   until an unlikely beau stumbles onto the scene 
People You May Know,"United States, Spain",2016,108,"Dramas, LGBTQ Movies",the lives of several friends are thrown into chaos when a woman becomes pregnant by her husband s gay best friend after a drunken one night stand 
